doc_id,cat
441125346969556422,1867
2286343135577360655,2296
4701850709433013230,899
8464263651433438697,2681
3346656525459225250,1231
2249350418782380351,2627
1650615101691227231,1842
5097362196443936965,960
5856550487741505115,905
8803465700103584633,414
3322455436541947960,185
5793436628358027543,1135
8261983575938927499,421
5378809251603423704,2586
4337108928859357958,844
7542694671162270600,7
683455261765788181,2832
2303207019989023759,3030
3119902751349769109,375
8983698853126701345,923
3765997313090734037,929
5249047219597277301,1094
3434904095457465686,2882
4319015923079002868,702
9124269361557074536,979
4007133691199709626,2963
8275621539909072966,1293
7946108495396903016,2694
7284744660427865260,838
2226358668060790159,2602
2824762947253512700,1062
2904870593330978482,429
7493352270450489602,311
2890536588093504716,1578
6682911728816159777,2890
7457998385934450102,731
3073163066891552201,1394
3329515727750422477,3014
1187779428043739985,2592
1044862588978890881,1799
4659526338786067479,1167
2272932662402830255,2081
8997836374783862422,1488
6112741255324161177,1855
333336229112416572,1298
4617600345618716404,2294
8887883156009449671,893
5640786492185609565,2475
1839030220904631042,1089
6382296164946276366,1846
8231632843349522722,1814
2224810935649311483,491
5824514600313993775,1035
7095975515995006504,681
4295107430912747436,1952
5974687261728904190,954
6947892211355337703,2387
579577743451941232,261
6039117426978643017,1245
8875294822953239107,2987
6865846367270079067,2170
5047623044075867542,1946
2730328161311746057,1047
4681551837397187337,533
9013739400865238811,727
4255481881389043789,120
8805565129178585186,2986
2502497903722740418,1658
4848157001002857700,2635
749519252844740436,2029
4922003429128375708,2251
5880233352224562547,2413
4329959792619050059,445
8971159496724754527,1757
6237314736250866099,664
4100936043454094602,590
4828618943439981774,660
6878899668244360953,394
8062339059971678338,1212
2995319665058864830,2298
5612962356832062587,205
4412613974031576699,499
5653822500028310210,146
7307217553772969550,524
8355291470569481270,522
6474285308510264962,1416
4257414029762146829,2240
7919133553764639158,1405
6905845183317674950,12
7496799869649315566,771
5089051470906106450,1246
8858052911755950186,1772
4474952791142446017,2702
6245778492159090582,2486
1918570940105334094,1861
6734176463819752243,181
7508637323061770847,1633
3779447205858283042,2143
7816514087028322871,2461
5851766963685805558,259
6345757788595682276,2632
3699706081631333143,820
477055837814621424,2482
6897990201463444090,1395
8671495209095699493,1663
3139399938864507946,2186
2799958387937598182,996
5182226676578339357,1262
2808502802564583197,522
9029683845197451381,99
2680700542888723768,1775
2386471862803242728,1950
1284033712072103743,2077
3535761204571517111,106
4623630104699141461,2468
4198396969565257616,2908
2269386329634493019,944
5326070238352440659,1564
3195911380627976848,356
7857537429386078855,365
6642159541212520049,2501
8526538773832982617,610
8406313554985165210,2650
923433590294465555,1928
3952769258639103579,1509
444293948864297996,1214
8141364311109948684,1561
4686126479729874614,1565
7777940121771327753,2726
2325502555185328041,3047
2908743705708166902,1683
6238247005659651661,362
7670498524857771265,2679
1370043228776786711,315
7212334256063717792,2195
313923350751586740,818
1198941655520830328,2122
5552313749393861497,1029
5045345004011829814,495
5150415163316472318,1217
7034144171856965181,2737
7623998044519498443,2710
6819424685780058761,115
5067974215096932275,1454
5506868875063894120,758
4601022014418678985,840
3930601954823317548,3052
3533058483070435036,918
8484150245920680330,2256
2091543476290543341,626
1213678449224246567,335
758731063724754783,3018
5466604322483509015,1678
4941230149519264867,1192
4443377738376011490,1630
5331088180697758115,185
2001059403445663519,2848
1008070674753930685,2411
1374221102008978058,2226
5733688207004774367,546
2366348655259657942,2201
6810362035687954670,832
4671447534581004932,374
4250626804233810650,2892
8871753155775561471,2208
5030795506369760951,1874
1950821712070009675,2320
6539266056577760875,2378
267103390722424164,1190
3925096661641122770,2223
4585154568205938644,2340
7077123448069177682,2575
3615497281486673084,370
5749201193940208616,226
8647238669043038361,990
9210713967590063336,816
358509948542554484,1932
7015658008562114443,218
1237932264888645328,2106
2690743407071336895,3031
8904180723825687195,1590
5469150818712380902,1022
2164275730666899237,851
7976900263225913273,2560
1244584272561904557,298
3764263565674097824,631
8051155345551612072,2208
4534757560384020820,1737
5434143674633423935,1693
2011423459859408567,2013
3034863357736685808,3011
7502310293103496936,1384
2335168379667048888,778
9012408494334931943,329
6580149709154404321,1844
2018052021768915858,15
5421710046626215776,844
338788758519258521,588
3035562655668121760,691
6984301123049506334,1891
5651128819385648531,325
4205871673754032235,904
2066199403143087733,2518
3049335818791170601,2810
6492827767515822002,367
5600297259945705972,2649
6146024034814563135,516
1897494798503552076,1804
858076646097669600,1934
1361092482549442099,1838
7856801221921425507,2935
6797841509540168997,125
2431147480698356568,1256
4723619864246126041,191
965234509698783880,1201
5550866187320480568,3040
3795545056155865636,1801
213729306414534992,1765
5610180511912011525,1606
3491467393267359795,1764
4890297327169466372,2284
7578463936267084047,2698
3091928555485380268,249
3272026693436000387,73
3983059880022637169,2499
277576730296078012,219
4515336219421086069,1993
4562235074794414716,835
7430674354728979062,3004
2124569413537808487,1528
9163595602405261516,395
5164789296644832271,2239
2061530729001485466,2926
5856478511291624994,48
5573260533172330413,2661
8487560300196233950,2569
7555252911198694895,66
3162131597381403154,1821
5472591195768619697,261
5277474665061770141,1308
5877161800866499299,2370
8029626536815737324,1153
4474565825420114293,725
4302026126405100198,2265
4996358350650700297,1740
946254661370480375,403
820153655238253101,2375
8495226441676305834,2633
4224362251974092498,900
4289528934792556573,2426
3337931444462543618,430
5594932926739744204,847
7460238261709675909,49
3222534659097607775,858
8101326860291643118,917
7733298684299514044,1954
2697012607113216173,1911
2534841381385648515,2018
3453897602648571264,956
5316744385356484189,3015
6920534273598287036,853
5216538410346087559,2699
8702670351457856183,1297
222935935708216580,2403
5725801714352906321,2070
5315355598378011720,1438
4069095973524614776,2126
5394958005357567827,1810
2944820533603374221,291
1187464451468459224,2664
6812460492111318556,439
1488692441525619879,242
7903932822173538607,1427
5195016411298412825,1107
4115907565733695456,1279
5286921192602589978,2963
560991879046474939,1026
1115592986881272211,1016
760663482064111575,551
8125562310606230799,415
4595115967283938997,2543
338011820258346546,1123
2029492161171322996,1278
5306047300901975256,234
62647777162808456,2165
7421693506495947495,7
5506044161192528748,15
2800506353212903242,2171
3964974673482017539,180
2194040483788938206,2137
4128376379275014397,2606
1624080054740279079,509
219091204665956186,1628
271442004146267519,853
8772598739712446985,1553
5011195139914768321,2179
7797991215004218964,2575
3016757915060020022,1907
3287461470408671601,2268
9115715798080357189,1851
5777696966870488572,383
6346097177638780631,1068
7992436592293822154,1319
1766831983931797934,1986
4610041530300498793,2627
1472554523654845163,1414
3466104413523333387,637
1641217955834528455,1312
8792700153533520273,958
6917147966468730542,1522
8256983099069054401,1181
1422631768051517362,1514
7296984491768895686,63
6116571674803324584,2714
6299403955488583441,544
4122372575219336392,2949
6324511205728576913,114
3690031733479374123,1449
8968328609190559279,434
7343276372878821963,2251
1959811736678825608,1965
8290962565343682648,2029
4453322557902112044,2005
8644200016029194914,799
9163605999767192905,1385
4309226171111706553,721
1132756815311444231,471
5970469208743581625,2720
5616567587553621345,3028
8540377469142847822,1419
8248866442239335596,1275
2401096052579588123,3011
7131145050813860828,624
3742730905187610018,2994
3766536533132274257,147
8536571560194531488,1564
7183645449351310231,1435
586108457259720886,2355
8207721788271082495,2814
7011371747469715057,2171
496484678487944020,2747
7055334053265615118,2840
6211067983681029155,2614
242175239898400891,249
8160604255745137109,493
3451206401760481682,2721
476560438411717176,57
5556006385502934904,1068
7348245898759831259,2836
1144012634915138562,1106
7890892911627876022,1735
5772308980385875004,1521
4461965268313766254,1297
6632455542304497260,2675
4070674646166900087,197
7553041235864469335,1034
8495188502505862850,343
1338877895576270165,698
1392793484549230172,345
2546361531697960308,1873
906455980160209003,119
8886569560294334941,89
7714094668909862116,2794
293174987189483791,1189
6087258321411962557,1285
7231746387070107194,2804
3283107443540470967,1657
6952583908393151630,1164
5390400926817128632,2886
8819466144515924462,1734
266736164223943628,841
1427359858994639289,1704
9049159843750649376,1551
2396444823221660351,2911
2582219702695912878,1155
6883722092727529062,2269
3506214806939664607,70
1689227948795653255,882
3175485076841544235,995
3476934973254249641,575
1943263443339850817,88
784830100688976735,1453
4920563048795774551,834
5567850764885696181,109
8709618639872702579,2046
1090719127102764421,861
7828042780690271165,1689
5136667113212085415,1584
6151059622599818482,1020
9181939657885579461,1512
2920972144217881472,1263
4421252097351345583,48
8719112456568022080,2171
4852331832549054556,2267
7104343444318667299,716
2517708497389197410,1961
1896977923007370327,459
4305091451359698504,2356
1263034815387449621,1255
1353792752410064107,1271
4055975105078229391,2480
2380984293070589487,806
7476270836005607173,2661
6423368438551839017,10
8135397365928654842,1979
297275039146638838,2917
6371246537630941709,1898
400077139802244091,3026
7289482909366136258,281
7958920040970312233,2881
1131339751348610216,45
9095945457708075139,1991
1342586766735031150,1016
2915515597756857436,1399
317315302532040434,86
5830370280032299543,1313
7377113817788807679,253
3481831497410524062,2384
6298877394312959325,2105
6561099057046616317,603
3346455950058090774,2756
4018270498323718032,222
8741002873777822999,831
7044447270293003754,1814
5986020947177056923,455
4807732389129996006,2197
4182571197317303957,722
9207711977853737044,2540
8497994793094815266,129
2077600322560151741,682
6199872570498655138,874
6031436143102982035,183
796598993125687138,1709
7389628639813959039,2501
661838566646629436,1012
8866133193394607003,2578
4960304324238149218,2099
6969624270113572010,891
8188660626644175932,1907
381079193454172469,2865
5688090632422789064,402
1155680599799881218,2791
5557520851794999754,2363
1257253064624061574,396
6807599311558359627,3014
6431329399547053566,629
695520219491538069,323
5760382356769838201,1526
7111627319266767299,2649
6465467259710006547,2006
49149107188544591,124
7631806561405182791,953
774006154040273003,2543
2966371250814219495,966
7782882803425327453,1488
4304267769310844395,1128
7298670661133753027,2324
6445452077566828015,1717
556801365828601236,1648
8033975583344630315,2765
268444122868810620,2581
4112187733456151129,1582
2967370561530823089,1993
2571909758882661038,2258
5426464858520746202,2568
551627792551340605,1886
4407845662942149209,2894
8211459123466308741,2192
7656676342526857750,844
4895683908954584986,2783
6316909300126009681,2287
612115832274003444,2057
6183622077145588139,73
8762615912269562095,2635
4413944168113745220,1124
130978232835961430,2231
8616399449072133441,164
1506923062372648014,862
6564242969477631057,2201
712584675299617553,1730
7754873909028652079,2716
1388824499646074706,893
4239533744963145538,934
4747441727925738132,879
1227446108711263542,2679
216994042283599635,95
5825532915006095699,1398
316071324233777005,1168
1142013807015386420,1677
8443020579450727474,1036
3061952852242302366,3044
2393052448025528042,2649
2200814688587047484,1456
4911205804776574076,2902
5471732544942575661,2354
7484554490417755150,140
7714523143692273715,69
507874084918917673,2251
8380842822395249197,1471
7824818705038165652,1339
6123583001924802530,234
3311521677593793270,2799
6799164142887265168,2552
6137036508531472961,2975
2108521287533858505,394
8218617469700221344,996
4997269616253348005,2550
5742955006259992349,1151
3115164356339122478,2007
8883577381397628299,1252
2439533909913748707,708
4271738516470688333,2146
411839974429214423,1494
1827516813742187077,2602
7228525111718671336,1968
4907955156994440163,2560
2044623038555111978,1610
1388077681903471565,2857
3078806026586450076,867
4297970072233231065,1215
4672650821630157325,2464
1885512622267219610,2563
2349860576104214867,1886
5126543636980650402,2192
2225292205382633393,1092
2308950776237521180,143
7638601133805600380,724
8333888973188264742,1240
1153160326603081287,2748
7243187147134674497,2256
113787829149291174,2460
5243955156035423357,1203
7469852319476568415,2746
3435886977438656583,1425
4286487434027579834,1291
2602598239240026716,1772
4633122433699232810,2420
8670157277187864940,2315
6451132389402677689,3029
4067165437546799160,245
5661700707659128552,851
2333933612408086488,1631
8891702229523040631,3046
914529618191101926,1151
6392559335261583514,1255
2753832155046450774,3055
5805644325426585059,2171
1411829317374191178,2279
4510946269281843832,2848
7166134877584810054,1325
4648996829983201542,2508
2173404331316756813,806
7062365035842190848,1495
4574164795971951846,622
6778666857992166869,1339
2057083742005576698,1466
7497122136945934930,2242
1455356090436776169,1721
7192340398241089939,783
4247738256197597112,1323
1203919199286930192,1359
2306798138326398000,682
6651562993320925979,1231
1826824348290436304,993
3054219961329856923,2288
3559070305283863495,452
984958912315185234,2631
3290033446894065270,620
5382551409501406761,732
8014688514022828327,857
127162633473990243,717
102232944759984675,1170
1945524774449157336,30
6618048577365973843,1991
3734425783971876351,814
5202826142995768525,2202
8015491157180994239,2650
6469896676480341948,1279
7533017686275166570,2839
3344190043155864886,414
1369872613365395342,1248
2793013185186218451,744
115062321936515908,2161
3047021767526774233,156
6746085322992118783,2761
1977908436862896344,3005
4644034048558488100,2123
8775403778703453195,2423
5642764929828906330,182
9040468381800095025,1787
2305955804128319844,60
4790375802021114762,303
4843318082328951785,1659
8496603074575624659,249
8704693198330941383,2086
1008826267955925505,1041
6797243094929850715,1133
1207176390093518749,985
300079024103823143,2224
5981293252069032986,2395
1775470372312661070,1400
5329565445614086110,384
6308662506378539785,151
5387927234428738621,1229
6082305938233671456,1262
7072901881676978253,2560
4438037450387253345,1040
2350149240693137214,3059
8431376820419052554,1657
8027501146791158052,427
3796016034997811350,2875
1411799565288401988,204
6396864719242873596,1456
7521574669970836891,1480
7810610579112089951,2539
6868187675792247704,2199
6128010591127494457,905
6664274671265007455,613
9116707233157522317,1241
1445246901246367187,1314
5174718633423044592,696
4282103339346873846,756
7569547488996901894,679
2047002054524111819,2211
3177548685933201621,2143
3833516086419346233,1804
2216549724725941321,3063
3809124091400920971,1420
1273046407179518182,1814
4398702472723470044,110
1536634326116138510,661
7658471173672220484,2216
8475663351332337203,735
4713493979105209561,1930
3804521715931345041,1194
5534501313362085543,704
6303127704859785182,1546
1871627081038966741,1791
1539660979057489829,1286
688401740537706240,1555
5988035699605567247,2578
5483222394889054822,590
5282736496673614574,2159
7026828986536631730,1236
7468121794305757366,2047
3475798678055523120,106
2309052027768521490,2371
4444733397867122783,841
5127504646956929279,1439
2923996072434914294,1150
2724524834518224906,1810
8596782760683064096,1346
5461411666526149436,828
3214976795610709834,681
6496016710567047399,541
5479531240834644349,629
5511902093706992134,2611
6953015042730357581,2526
1396343987137092228,627
1109121755221048433,948
9070671950813558741,2232
6849679161848472360,1199
4198111463200712475,1421
2173172082455062635,520
5784875793059901508,119
3302284565424830210,867
9207292774973361315,1328
3342765459212040530,1696
8608553827425257289,1808
2836985315211352826,2768
652375333639926522,2614
2984757465908209077,1555
4979184622188687169,2023
3401860493489007449,1434
1612355480971604030,366
2997721442126434476,3049
2066187973014259294,422
8132040808390761565,1923
1267555108216276283,2076
1934023670194512778,868
6389545650944432630,603
2196850120919014327,254
6166786277279851949,1661
3461862738480378221,1624
8356320226328671421,1592
2811712497870459426,621
8444664175685205904,1943
3936453183037995311,266
3219162463973185097,16
89218039963800522,1818
757406552198009111,2814
5064550797153127310,2695
8826253591056349890,1876
3717240424332437167,1991
139129134128065180,1146
9049965642943453052,1315
4466573226100500417,2119
7789607504857418707,624
2699030622066381601,2022
2038555774675863846,397
5803808306933687769,575
7978055352901831087,2218
1780347061002183844,2616
2866166690190624171,1975
684808294148402398,2737
2716396207329799073,1937
3769342548227914676,853
3964625124344500,2570
6714346309634096044,224
4504108149445496037,2195
7443082842636454377,2401
2137837775567663636,2572
8004565168301282216,1604
8811344696308973276,2208
6704447372987320711,2778
3321165652010077927,362
7820393232563896630,1275
920124878761807813,6
6124251834093660775,2688
5842519120902896136,2052
3331173779705942154,730
4864116449467962601,1302
4744025347347537270,339
2971532508388118545,128
4675682651076468043,1117
7766647615918657599,973
483937767877066021,1646
6363793431571788633,1132
2772693169937116293,1380
6693246342466475568,3013
145360274626327313,494
1848487587032311964,2529
7814696578289132483,2465
7464722203606653616,41
6054941006011315153,2924
6079277005435925615,2541
4001473527554484651,1707
2865625695886375592,754
2643199892016921278,2172
7628774761897829667,2184
3042496074368302121,2991
503108868345648291,1566
3025329159283274681,420
280044824095375588,1510
2327946773296619174,2892
1869787854023039781,854
1641321539223250886,2415
5753426879229020369,2434
913673517449489670,2827
2442194786872305695,202
1060674087078757638,2779
6652348905203901040,1472
8079310826076329534,2408
5348433436891920345,2247
6866201855265386114,1148
7184251424759219802,1904
7525784352292624506,854
1445982461825052844,2732
5155166547389653533,2493
7412284404412693010,2920
6509189498427184599,3005
2723010606927553866,1703
2887458959808515881,1398
7371199203571897068,199
5130495919456152395,2946
5395006137063709530,429
8244567495374072764,382
2580886697809048838,822
51570842352302405,2075
4253035230466302062,1826
2980128611951973128,804
5999319076081150065,901
8985863168603184816,975
6999665564522489403,1507
8798979219475649072,2787
4673926356685014683,254
104306978859714606,1777
2612406773404612342,809
4397139043605755196,1269
1437596232998122220,640
4856517812505308269,2160
5141387114755050541,1582
7632860588876430891,2452
755006321136229749,1233
8011588583509578654,901
6200785420500860687,1852
5163586831464813376,2128
5387469380958723347,2990
1237886762290679642,2046
2001490267627328100,796
8008370758367908190,2476
8560117518900096165,2564
6078464205957476761,914
3980235434619773220,1370
6855866151753682422,2116
1589185300348484919,1905
5597100014514760046,1453
5314967833247314195,1310
882044170406404557,52
3450017596481873954,368
7007165663837747035,1104
4527115915294343916,1932
1182014051044813145,2919
9016800350121303138,770
6118507338700813215,680
8350061667542062807,1460
2586668254944514289,1258
6517031387115359990,1454
870894007140833364,1844
7227089697496730519,2135
1335992835970039208,309
6799225242833073287,315
4862490185157846645,737
3428657445731809888,2643
8292228326186770732,2337
8037757079220620024,709
208010760231851474,1679
8256155940704334306,1063
6291957522489779202,2419
7903761236626343764,2662
2983793809836125151,368
1594109095145435111,970
311165630591577142,1582
893439295659114634,1154
3949579485129803163,1456
4927392466762212711,588
5591441407534598644,150
5264029854006902394,1083
4290990953106925666,1771
6787552600459342537,3022
580497104188491880,1068
8773703267590186338,450
8292012621562204003,1943
3510957352045638039,2653
8767729491471176595,2627
5708840172327797350,2464
5278716337647255776,1480
5500466773545966737,1194
1786793067954138187,823
4859774304241854867,1858
6587971152014193705,1959
1643811433933793049,2001
8506892933997397465,1345
1229116440989133925,1286
311258147969997581,1673
3334976288512225775,887
3365716136793080994,1350
7693371548892557872,2499
7805901426265180046,2519
7974306241873898981,2774
7624978928252269603,2052
2186582830795762677,2687
1530256196446640701,1909
2583311942808786651,2678
8006834521075744142,1514
5050950931506541338,1867
7438910182152779596,2092
2830488029336895944,591
2987635399790558230,1492
5321238615494456482,755
5548610144822011476,2738
3820226572066592147,1498
6533346170087939638,2318
5839797515317231207,1927
2757908455478853470,2004
2926292718372119268,2069
7731066978960569398,1150
4254706693950859603,1064
1877476765831780050,2410
7927061276312038173,1586
8788527748382985549,775
6802724372645344888,3025
4879508270978619401,2415
9218918665372661435,208
1487213779230122138,19
5937382955237123027,319
2661840319920007834,1575
6510109264699737226,1796
6211767705331338906,340
4888537829168542779,2144
3008171616489192516,190
8949741272889126306,2527
1757714488942003011,2221
1991212845720109940,1635
3584866865674728839,1408
4764011994874751165,257
81226873557855259,999
5768028804504126412,1167
1428909562715123294,1257
8703147846480298592,1415
7524285235500967324,1279
8957796155225667510,1938
6189113491713197951,2546
4002746045646775048,843
8009783433950479833,92
893299353923152833,887
5555097821336192528,556
7969977146784537476,1709
5578076987046836382,984
2184773309863228159,1273
4512112823129773310,1085
4443043363980394322,1134
6413080307889520755,2332
2577711887497807736,474
3248558570654485971,1825
131941003370685115,2067
5028589930280417514,1070
3036331602471213719,239
1069187270242675449,1385
7980348380590011137,2801
7431383645763057090,1620
2840081969562367859,2725
1057913429429914803,146
2045257299031149416,2328
3850884530005066741,2941
2228644053161021058,707
3465807740749367481,742
6395037957989108382,143
7592046390433536502,2634
8056293493629782475,1847
2948143376708867044,566
1419334331831145283,2266
7225189666203184525,975
6960520813660897462,504
2127583597231272427,323
5504330783908628624,1686
3519365720076119405,1013
8855216943034538743,2197
5676570364648752696,91
8923293107969195046,1178
5002538245674419303,2664
3510320094012371861,847
7700754508981260347,1650
9026843325115226933,1783
3238338169064898555,2074
1494426270396823009,2567
4314692460930319351,1460
5363014846792806051,819
4553217288932824150,275
8810559343764977531,1603
7087680774039491154,2141
3975308156290161253,1015
6141488247544726832,2908
383494627850415462,275
5443404187029568784,1521
1133247550052637931,254
1471460629405172701,415
2340671733456995128,2045
6618820906568023074,1674
8838278806766888296,602
6344154956901314112,1374
5789727355682057762,1107
234384514253831336,2323
7167924246380060469,2555
4228917030850445123,2999
4646829651709235362,2110
1501698130406344182,414
8768272863437545232,891
3487359830221966287,2753
5799703676794295788,1608
8194361495606416248,880
6609815831448170128,2909
1743586857248499583,1617
1871731687200745243,2199
7369668824370081547,876
5667936133871997416,3054
2792640000053791364,2617
4022885376527125613,1002
4715996049934784316,2678
4275470084589542365,427
2701666259310079549,505
7625575658296157920,1959
8418397959906590017,778
4675737066572798792,1820
920500575066885819,48
7157091864940915522,979
5525799644632920625,2907
5116708387377538529,903
7298585837964437972,2330
9058248670511558362,1638
2864377950592814791,2811
3777181932227565078,1956
3057773393045482723,1516
6950521338729626025,2133
1623228124550305664,529
3594248817336205721,2217
6418873909296152984,584
3957568514301953685,590
1670847451903688042,58
4872813290206569474,2850
6598501267518152379,2979
8415486329024928802,192
1023591980610256120,1189
274879740578056668,2648
852599439797358947,207
2014101099428254986,1393
4942148742329451701,587
1493504726028972762,588
7569552089113691870,2093
492508425826526917,2536
5873739178853985238,406
1573550352224715188,766
3329557327729216085,1295
7189455606517187181,1426
7565094655875987144,2252
944537251898740150,485
5083049491252624438,1718
2113282079846408769,1717
3015960578914614075,2211
3198323553303897711,836
5550248895811734550,594
3339544657735248344,1327
5940444554855625706,1538
5416248230817233348,449
216138305049483255,2522
5794207097103687418,177
7265531240104743705,2831
2707583320769498953,2887
3071214643449110511,2006
5074658880707384495,39
2605457259096858206,2268
7408827628299444068,1493
1269845416496297615,1514
1119043129995403265,2063
5509212385738647274,2926
8876717360796173271,220
5365649888029275910,2375
304060132044379760,2037
7333186413952957750,2762
8299390366940805323,2523
3217891240342333255,2806
8248463929294745933,2590
6248530915123536962,1623
4967757384824627372,1143
6265092648911091593,2073
2258375663135436178,2550
949673568454385834,2355
5922978413470118365,402
6951368184176909820,2175
5340259533536657202,1910
2540363899522075017,1467
6124915425871175424,2656
5212191539848470067,2968
7276140686474450218,2004
3990735802521326788,2978
7162692278101874046,2055
7190057779076285274,1015
8206528811552335161,2155
3537893342574012878,2658
4381778669387357791,1771
265219693733352375,2134
7382181508078683379,3061
3243321487968031993,2414
8717657084399176147,2070
8940059515249797698,1568
1873026517093974041,564
3025421825073824631,857
1938130213483760768,2883
1032098643921316501,222
37345915748203990,2067
2191560347170490216,1149
8943448224801702565,1619
2038409568386773566,1771
2207126236447167843,2097
7475825940015493278,2558
4145155514445726757,103
3546427059333351949,1111
8879069350988486122,1935
533281708351533688,2063
1847715086300606711,103
8401784053653846816,622
1860857898563946433,2240
1063974940745308192,354
1472280032023702307,1650
2709652128652944638,2029
9182430069688142267,702
391738379074835345,2147
1189247702290566670,97
8031644230734232315,2778
6406857585656869780,1711
2826259568466934061,1153
4519690661876392691,1103
7805764286357613813,2693
6317069590720778993,397
6559399527075444634,923
6766854303013083190,820
7993061066147267950,331
5712889810919749783,2442
6581046717523782364,3045
5113604649058112289,794
5961719843334084919,1385
4344015195437523901,3053
1507172337270428357,875
3801185733360640255,376
4473770154960345505,772
3134345911593013129,535
3469540712774793937,1569
357514684443413134,3016
